healthAuthority_ID,partition,c_count,component_size,component_edges,budget,original_objective,num_simplicials,m_status_agg,m_obj_agg,m_MIPGap_agg,m_runtime_agg,m_status_disagg,m_obj_disagg,m_MIPGap_disagg,m_runtime_disagg,density,perc_reduction_obj_agg,perc_reduction_obj_disagg
0,0,0,2452,8620,490,28658.0,816,2,3048.0,0.0,4.215999841690064,2,3043.0,0.0,14.582000017166138,0.2868623054278209,89.3642263940261,89.38167352920651
0,1,0,2567,15618,513,201905.0,235,9,35200.0,50.84090909090909,3600.199000120163,9,83228.0,100.0,3610.301000118256,0.4742123863012193,82.56605829474258,58.778633515762365
0,3,0,2516,9261,503,45282.0,425,9,6360.0,0.36163522012578003,3600.158999919892,9,6362.0,0.34580320653881996,3600.358999967575,0.2927111417346478,85.95468398038956,85.95026721434566
0,4,0,2555,8664,511,36210.0,467,2,5673.0,0.0,1982.0759999752045,2,5673.0,0.0,928.1129999160768,0.2655440910769646,84.33305716652859,84.33305716652859
0,5,0,2553,9670,510,46833.0,430,9,6924.0,0.7365684575389899,3600.24599981308,9,6918.0,0.7950274645851401,3600.2350001335144,0.2968417511146147,85.21555313560951,85.22836461469477
0,6,0,2567,10461,513,54961.0,422,9,6953.0,0.53214439810153,3600.328000068665,9,6951.0,0.38843331894690997,3600.276000022888,0.3176293874437863,87.34921125889267,87.35285020287112
0,7,0,2567,12272,513,105595.0,172,9,22291.0,29.33022295993899,3600.197000026703,9,20111.0,20.436576997662968,3600.1760001182556,0.37261713437626864,78.89009896301908,80.95459065296652
0,8,0,2398,7996,479,53327.0,431,9,7997.0,8.46567462798549,3600.34099984169,9,8095.0,9.264978381717109,3600.4459998607635,0.2782182203706816,85.00384420649952,84.82007238359556
0,9,0,2557,9069,511,53399.0,255,9,10531.0,2.6588168265122,3600.2460000514984,9,10547.0,2.82544799469043,3600.378000020981,0.2775222577808134,80.27865690368733,80.24869379576397
0,10,0,2564,12093,512,87913.0,194,9,17670.0,21.42614601018675,3600.194000005722,9,16548.0,15.77229876722262,3600.2330000400543,0.36804203342538694,79.90058353144586,81.17684529023012
0,11,0,2378,6576,475,30925.0,587,9,4866.0,3.5347307850390397,3600.2269999980927,9,4880.0,3.1557377049180304,3600.1660001277924,0.23267556018516392,84.26515763945028,84.21988682295877
0,12,0,2567,11882,513,112073.0,205,9,22687.0,33.14232820558029,3600.2110002040863,9,19547.0,23.73254207806824,3600.2109999656677,0.3607754881566838,79.75694413462654,82.55868942564221
0,13,0,2550,16476,510,232588.0,265,9,24908.0,47.00096354584872,3600.21799993515,9,76087.0,100.0,3605.7190001010895,0.506957745828814,89.29093504394035,67.2867903761157
0,14,0,2529,10110,505,69776.0,334,9,11455.0,8.29332169358358,3600.1989998817444,9,11820.0,11.049069373942471,3600.246999979019,0.3162680000600628,83.58318046319651,83.06007796376977
0,15,0,2438,6344,487,22369.0,651,2,3939.0,0.0,328.57599997520447,2,3938.0,0.0,258.31900000572205,0.21355214573789438,82.39080870848049,82.39527918100943
0,16,0,2456,15137,491,64179.0,593,9,5466.0,5.96414196853274,3600.202999830246,9,5456.0,6.268328445747801,3600.7290000915527,0.5020996835548007,91.48319543776002,91.49877685847396
0,17,0,2447,11981,489,42152.0,786,2,3105.0,0.0,26.098000049591064,2,3105.0,0.0,91.20099997520448,0.40034337104422424,92.63380148035681,92.63380148035681
0,18,0,2457,74868,491,302252.0,1078,2,2094.0,0.0,22.140000104904175,9,3379.0,inf,5224.2590000629425,2.4813767484777256,99.30720061405714,98.88205867951245
0,19,0,2443,5781,488,17554.0,786,2,3079.0,0.0,41.19199991226196,2,3081.0,0.0,42.3289999961853,0.19380449179876114,82.45983821351258,82.44844479890624
0,20,0,2453,6415,490,19244.0,704,2,3678.0,0.0,46.70799994468689,2,3678.0,0.0,79.10400009155273,0.2133087360484781,80.88754936603617,80.88754936603617
