healthAuthority_ID,partition,c_count,component_size,component_edges,budget,heuristic_K,gurobi_K,pre_optimization_short_pairs,pre_gurobi_short_pairs,post_gurobi_short_pairs,c_pairwise_connectivity,c_new_pairwise_connectivity,heuristic_approach,heuristic_time,gurobi_time,total_time,num_simplicials,m_status,m_obj,m_MIPGap,m_sol_count,m_runtime
1,6,0,2360,9149,472,0,472,47885.0,47885.0,8685.0,1.0,0.905928049185776,HDA,0,3605.758070707321,3605.758070707321,375,9,8970.28406875179,0.16611252579771033,9,3600.0248651504517
1,7,0,2363,7725,472,0,472,43334.0,43334.0,6451.0,1.0,0.8178590315026063,HDA,0,3606.7159299850464,3606.7159299850464,483,9,6689.946400001098,0.11529770893675298,10,3600.083378791809
1,8,0,2513,22460,502,0,502,442165.0,442165.0,32903.0,1.0,0.981189527251856,HDA,0,3659.4805102348328,3659.4805102348328,181,9,34131.16203115885,0.49571898579370555,3,3600.209175825119
1,9,0,2513,9196,502,0,502,67620.0,67620.0,13327.0,1.0,0.957693877702487,HDA,0,3606.391369342804,3606.391369342804,277,9,13632.318306252695,0.2993087817140772,9,3600.0270190238953
1,10,0,2512,10649,502,0,502,91451.0,91451.0,20634.0,1.0,0.8632071102922422,HDA,0,3610.0639309883118,3610.0639309883118,194,9,21009.110612502154,0.38284442491229576,6,3600.041620016098
1,11,0,2513,13393,502,0,502,145076.0,145076.0,27659.0,1.0,0.971361491894085,HDA,0,3619.953341960907,3619.953341960907,180,9,28194.793806253474,0.462639640001084,4,3600.056473016739
1,12,0,2504,9289,500,0,500,74711.0,74711.0,60075.0,1.0,0.9357531637194336,HDA,0,3614.768942117691,3614.768942117691,283,9,60188.63357499521,0.998778656128499,2,3606.3586280345917
1,13,0,2511,14394,502,0,502,99630.0,99630.0,21215.0,1.0,0.8093955685471157,HDA,0,3613.062165260315,3613.062165260315,277,9,21762.577993753228,0.36867323913558725,7,3600.039006948471
1,14,0,2366,11235,473,0,473,108677.0,108677.0,25388.0,1.0,0.977932496378669,HDA,0,3613.2903690338135,3613.2903690338135,166,9,25801.480925002514,0.4386647314160081,5,3600.0560550689697
1,15,0,2368,11918,473,0,473,131196.0,131196.0,28772.0,1.0,0.961331018937737,HDA,0,3617.115632534027,3617.115632534027,160,9,29239.543537502996,0.45718279638890785,4,3600.0621750354767
1,16,0,2513,9986,502,0,502,79135.0,79135.0,19889.0,1.0,0.976269819475472,HDA,0,3608.852513074875,3608.852513074875,218,9,20227.931287502135,0.35476553408287265,6,3600.0408651828766
1,17,0,2513,13972,502,0,502,165240.0,165240.0,28719.0,1.0,0.9811900220429429,HDA,0,3621.113591194153,3621.113591194153,185,9,29267.391812503665,0.4245779001821975,3,3600.0702550411224
1,18,0,2308,12505,461,0,461,146473.0,146473.0,31224.0,1.0,0.9848960071704225,HDA,0,3618.7943756580353,3618.7943756580353,134,9,31723.683343752877,0.4787018435118886,4,3600.058862924576
1,19,0,2368,9876,473,0,473,76636.0,76636.0,19878.0,1.0,0.9408012526712601,HDA,0,3608.6130068302155,3608.6130068302155,238,9,20218.67703750208,0.3868373661549257,5,3600.093512773514
1,20,0,2513,12864,502,0,502,132201.0,132201.0,29505.0,1.0,0.9625586636682327,HDA,0,3617.289434194565,3617.289434194565,191,9,30000.246643753144,0.516741637466038,4,3600.0586969852448
1,21,0,2371,11353,474,0,474,107741.0,107741.0,30205.0,1.0,0.9863375216030641,HDA,0,3613.248720407486,3613.248720407486,148,9,30614.24965000301,0.5060253379304678,4,3600.0647089481354
1,22,0,2512,14029,502,0,502,154571.0,154571.0,32393.0,1.0,0.9900725342922025,HDA,0,3619.6111764907837,3619.6111764907837,137,9,32941.29539999023,0.5003185586423413,3,3600.0583691596985
1,23,0,2508,10123,501,0,501,82801.0,82801.0,21397.0,1.0,0.9683614825677427,HDA,0,3609.246561050415,3609.246561050415,164,9,21742.365706252112,0.34872188967528933,5,3600.0481259822845
1,24,0,2451,10986,490,0,490,102232.0,102232.0,24510.0,1.0,0.9172688861368107,HDA,0,3612.61026096344,3612.61026096344,130,9,24904.11755000247,0.3892353779845233,5,3600.0430929660797
1,25,0,2370,10540,474,0,474,80817.0,80817.0,18013.0,1.0,0.8440087728087461,HDA,0,3609.2160482406616,3609.2160482406616,326,9,18361.60683125174,0.47770701528158427,6,3600.095803976059
1,26,0,2513,14824,502,0,502,184655.0,184655.0,22913.0,1.0,0.953798387475848,HDA,0,3625.0545518398285,3625.0545518398285,182,9,23502.605712503457,0.37035666367263254,3,3600.0899930000305
1,27,0,2336,9817,467,0,467,72702.0,72702.0,14274.0,1.0,0.858806424670294,HDA,0,3608.382613658905,3608.382613658905,395,9,14604.885968752902,0.433052415709266,7,3600.0287370681763
1,28,0,2391,10845,478,0,478,114902.0,114902.0,14678.0,1.0,0.9201390179940377,HDA,0,3615.4232518672943,3615.4232518672943,264,9,15112.013431255247,0.2785245082266167,5,3600.0655450820923
1,29,0,2351,10061,470,0,470,53336.0,53336.0,8619.0,1.0,0.8139434660151346,HDA,0,3606.673913002014,3606.673913002014,442,9,8998.367837501928,0.2134079310585451,9,3600.0314469337463
1,30,0,2361,8004,472,0,472,68456.0,68456.0,5568.0,1.0,0.757540309194175,HDA,0,3609.4899163246155,3609.4899163246155,518,9,5868.174931251842,0.05470944487664583,10,3600.031804084778
1,31,0,2513,9880,502,0,502,77291.0,77291.0,15021.0,1.0,0.9373668702731989,HDA,0,3610.090334415436,3610.090334415436,287,9,15359.568050003118,0.358901423171366,7,3600.029760837555
1,32,0,2412,8304,482,0,482,38830.0,38830.0,6609.0,1.0,0.8487519372973727,HDA,0,3603.6345038414,3603.6345038414,441,9,6860.794275001035,0.024982084663852214,10,3600.076852798462
1,33,0,2408,9806,481,0,481,55661.0,55661.0,8696.0,1.0,0.7643020077049051,HDA,0,3608.0102124214172,3608.0102124214172,417,9,9010.944218752215,0.19236982607681838,8,3600.0267798900604
1,34,0,2403,8566,480,0,480,43889.0,43889.0,6390.0,1.0,0.8664969699724513,HDA,0,3605.4974212646484,3605.4974212646484,441,9,6653.330100001187,0.03202288705818604,10,3600.095857858658
1,35,0,2508,22103,501,0,501,448068.0,448068.0,32560.0,1.0,0.951762549918754,HDA,0,3660.5774540901184,3660.5774540901184,276,9,33870.22478117304,0.6493345431306091,4,3600.1656210422516
1,36,0,2402,7622,480,0,480,35470.0,35470.0,5708.0,1.0,0.7587527307848355,HDA,0,3603.3029878139496,3603.3029878139496,501,9,5938.775712500908,0.015327432811649628,10,3600.065442085266
2,0,0,2504,10942,500,0,500,94841.0,94841.0,23155.0,1.0,0.9860737835362724,HDA,0,3610.681380033493,3610.681380033493,140,9,23533.681868752243,0.3261418381801729,6,3600.039500951767
2,1,0,2350,21749,470,0,470,125047.0,125047.0,110029.0,1.0,0.9011716039187864,HDA,0,3630.211457014084,3630.211457014084,546,9,110138.24862500574,0.9937634347982457,2,3608.189864873886
2,2,0,2362,12905,472,0,472,108930.0,108930.0,28153.0,1.0,0.9810392105786494,HDA,0,3613.610745191574,3613.610745191574,237,9,28613.12257500271,0.5055695069317436,6,3600.0460069179535
2,2,1,116,411,23,0,23,2354.0,2354.0,574.0,1.0,0.9572230014025246,HDA,0,16.88337779045105,16.88337779045105,16,2,588.313612499996,0.0,6,16.67470383644104
2,3,0,2499,10203,499,0,499,72476.0,72476.0,15030.0,1.0,0.933152076038019,HDA,0,3609.5748550891876,3609.5748550891876,328,9,15364.099975002824,0.37929199350698656,7,3600.0334300994873
2,4,0,2504,13783,500,0,500,178544.0,178544.0,20733.0,1.0,0.9371357135952757,HDA,0,3622.6452453136444,3622.6452453136444,232,9,21384.978450004746,0.33370216791417573,3,3600.093358039856
2,5,0,2395,9194,479,0,479,74704.0,74704.0,16227.0,1.0,0.9115989032852385,HDA,0,3608.5035462379456,3608.5035462379456,261,9,16547.532225002178,0.36370093077799615,6,3600.0459611415863
2,6,0,2504,9210,500,0,500,61593.0,61593.0,16826.0,1.0,0.7486474878500612,HDA,0,3608.404262781143,3608.404262781143,275,9,17112.11211250177,0.33062467162927406,5,3600.029860973358
2,7,0,2349,7271,469,0,469,36270.0,36270.0,5974.0,1.0,0.745793371304338,HDA,0,3603.4240550994873,3603.4240550994873,479,9,6194.646231250912,0.05356496182610163,10,3600.0998780727386
2,8,0,2367,9597,473,0,473,67478.0,67478.0,13343.0,1.0,0.8824603064365966,HDA,0,3609.144668340683,3609.144668340683,341,9,13669.256625002632,0.4308638203223173,7,3600.033788919449
2,9,0,2502,18799,500,0,500,316282.0,316282.0,16930.0,1.0,0.948728432986304,HDA,0,3643.2988035678864,3643.2988035678864,286,9,17861.457231254324,0.3455681250441153,4,3600.126482963562
2,10,0,2333,8843,466,0,466,80610.0,80610.0,9684.0,1.0,0.8098571052137566,HDA,0,3610.5908195972443,3610.5908195972443,494,9,10017.950762503677,0.38336436491705883,7,3600.065196990967
2,11,0,2504,10426,500,0,500,84594.0,84594.0,20115.0,1.0,0.9811246204545477,HDA,0,3609.4560787677765,3609.4560787677765,158,9,20470.939068752097,0.36131936908281675,6,3600.042051076889
2,12,0,2345,7443,469,0,469,54362.0,54362.0,8615.0,1.0,0.7888625444207534,HDA,0,3607.775750875473,3607.775750875473,482,9,8875.988125002274,0.3177783749916256,8,3600.056535959244
2,13,0,2504,10096,500,0,500,77099.0,77099.0,17823.0,1.0,0.9634186444883572,HDA,0,3608.58505487442,3608.58505487442,188,9,18160.40102500198,0.30743915357285706,7,3600.0322802066803
2,14,0,2349,8730,469,0,469,70181.0,70181.0,17160.0,1.0,0.9599787120808941,HDA,0,3613.22234416008,3613.22234416008,262,9,17458.7342187518,0.3619888535868165,7,3604.079393863678
2,15,0,2339,7743,467,0,467,47954.0,47954.0,10119.0,1.0,0.807521573088115,HDA,0,3605.793766260147,3605.793766260147,439,9,10373.45338125178,0.3660018916880234,9,3600.028431892395
2,16,1,2492,10466,498,0,498,77779.0,77779.0,19019.0,1.0,0.9662127375603982,HDA,0,3609.995592355728,3609.995592355728,154,9,19358.165631251894,0.32281526391506776,6,3600.042587041855
2,17,0,2430,9471,486,0,486,64207.0,64207.0,11426.0,1.0,0.8890932735217061,HDA,0,3608.7589633464813,3608.7589633464813,378,9,11734.583981252596,0.3213042854589645,9,3600.033700942993
2,18,0,2499,13511,499,0,499,163597.0,163597.0,19910.0,1.0,0.9850530265132567,HDA,0,3621.0212247371674,3621.0212247371674,203,9,20490.652762504644,0.334136443687781,3,3600.0653851032257
2,19,0,2398,7553,479,0,479,38736.0,38736.0,5808.0,1.0,0.8241263344818649,HDA,0,3604.9365413188934,3604.9365413188934,453,9,6049.4588937509825,0.006186527314701192,10,3600.0394909381866
2,20,0,2482,8434,496,0,496,42183.0,42183.0,7445.0,1.0,0.8980282633345256,HDA,0,3605.2676317691803,3605.2676317691803,389,9,7709.556156251086,0.06587568496906475,7,3600.0202448368073
2,21,0,2494,10498,498,0,498,85936.0,85936.0,21455.0,1.0,0.9741191656495949,HDA,0,3610.864501953125,3610.864501953125,135,9,21809.73222500207,0.35512613210071126,5,3600.0445058345795
2,22,0,2353,7424,470,0,470,46776.0,46776.0,9147.0,1.0,0.9016582736188155,HDA,0,3605.6957182884216,3605.6957182884216,403,9,9390.738112501796,0.2634203107627718,8,3600.0302081108093
2,23,0,2395,7953,479,0,479,38633.0,38633.0,5549.0,1.0,0.7039911259859258,HDA,0,3603.589138031006,3603.589138031006,460,9,5795.263781251024,0.016409725191658057,10,3600.0410339832306
2,24,0,2412,7086,482,0,482,32783.0,32783.0,5688.0,1.0,0.7499410416952057,HDA,0,3604.358608484268,3604.358608484268,456,9,5909.285168750819,0.009624134385919275,10,3600.082669019699
2,25,0,2504,12406,500,0,500,119024.0,119024.0,28060.0,1.0,0.9702801087789473,HDA,0,3615.6900799274445,3615.6900799274445,173,9,28516.189593752875,0.4800902632517425,6,3600.0647571086884
2,26,0,2308,5057,461,0,461,18201.0,18201.0,3818.0,1.0,0.1441545864248839,HDA,0,354.299604177475,354.299604177475,623,2,3975.7950000000155,0.0,10,352.7140460014343
2,27,0,2349,9028,469,0,469,56085.0,56085.0,11411.0,1.0,0.9024990658226988,HDA,0,3606.7112810611725,3606.7112810611725,358,9,11702.645400002126,0.34215502383792673,6,3600.02707695961
2,28,0,2349,4695,469,0,469,17395.0,17395.0,3411.0,1.0,0.016344139594397202,HDA,0,10.893836975097656,10.893836975097656,707,2,3564.4599125000204,3.100150064190409e-14,10,8.093125104904175
2,29,0,2504,31833,500,0,500,673035.0,673035.0,136447.0,1.0,0.9141118661329364,HDA,0,3690.7557027339935,3690.7557027339935,207,9,138186.25043695088,0.6394592885045183,4,3600.3897240161896
2,30,0,2363,7392,472,0,472,36092.0,36092.0,6867.0,1.0,0.8516280123895142,HDA,0,3603.2505049705505,3603.2505049705505,409,9,7106.815406250862,0.061992545079474784,10,3600.0203609466553
3,0,0,2420,12112,484,0,484,109109.0,109109.0,33225.0,1.0,0.619660665855169,HDA,0,3611.9793207645416,3611.9793207645416,91,9,33633.61042497905,0.445725062104396,4,3600.0381598472595
3,1,0,2420,14205,484,0,484,151045.0,151045.0,45860.0,1.0,0.9979344181775471,HDA,0,3617.584421157837,3617.584421157837,42,9,46360.04461872095,0.4649631128459425,4,3600.0738949775696
3,2,0,2273,11193,454,0,454,96080.0,96080.0,32860.0,1.0,0.9803074864935641,HDA,0,3613.1153416633606,3613.1153416633606,118,9,33219.16583123611,0.40707486330467163,5,3600.0406489372253
3,3,0,2420,19387,484,0,484,327870.0,327870.0,36182.0,1.0,0.9845601896341855,HDA,0,3644.3230180740356,3644.3230180740356,146,9,37190.76818742636,0.6056439243721369,4,3600.1089720726013
3,4,0,2408,11767,481,0,481,87257.0,87257.0,18948.0,1.0,0.9886140062434627,HDA,0,3608.4202535152435,3608.4202535152435,155,9,19340.77728750227,0.38615896852179515,8,3600.031285047531
3,5,0,2278,10009,455,0,455,75275.0,75275.0,22015.0,1.0,0.9836074359040748,HDA,0,3609.852479457855,3609.852479457855,263,9,22331.71671875186,0.5548985094701469,5,3600.0320949554443
3,6,0,2325,9145,465,0,465,58105.0,58105.0,12004.0,1.0,0.9669367852990681,HDA,0,3606.7764010429382,3606.7764010429382,213,9,12305.217731252178,0.17122823535045878,7,3600.0365250110626
3,7,0,2293,13063,458,0,458,154755.0,154755.0,20121.0,1.0,0.9793955529671152,HDA,0,3620.3374514579773,3620.3374514579773,193,9,20659.49942500338,0.3311298714939436,6,3600.0732519626617
3,8,0,2271,7783,454,0,454,51181.0,51181.0,13768.0,1.0,0.9223207640032101,HDA,0,3607.220756292343,3607.220756292343,282,9,14019.184406251752,0.28576635605705514,5,3601.2038021087646
3,9,0,2272,9420,454,0,454,84121.0,84121.0,18391.0,1.0,0.959706427439662,HDA,0,3610.769016981125,3610.769016981125,235,9,18736.212837502004,0.4090624972851046,5,3600.0400390625
3,10,0,2420,12797,484,0,484,136580.0,136580.0,30876.0,1.0,0.9876390757468981,HDA,0,3617.521025657654,3617.521025657654,99,9,31371.092781253414,0.39847991676288913,4,3600.0689799785614
3,11,0,2414,10792,482,0,482,71320.0,71320.0,17621.0,1.0,0.9763282522384588,HDA,0,3608.082749605179,3608.082749605179,137,9,17962.733318752063,0.31225514539450705,8,3600.027131795883
3,12,0,2420,16501,484,0,484,273675.0,273675.0,28320.0,1.0,0.9948400495440665,HDA,0,3635.019302368164,3635.019302368164,112,9,29099.178293753106,0.4748453819460709,3,3600.1318969726562
3,13,0,2281,9238,456,0,456,61901.0,61901.0,15274.0,1.0,0.6977499399182888,HDA,0,3608.4679625034332,3608.4679625034332,215,9,15572.03293750222,0.3713685870787547,9,3600.0277738571167
3,14,0,2282,12593,456,0,456,137786.0,137786.0,28534.0,1.0,0.9836366637158848,HDA,0,3616.5817658901215,3616.5817658901215,117,9,29032.197350003444,0.31304577777092124,4,3600.1530418395996
