healthAuthority_ID,partition,c_count,component_size,component_edges,budget,heuristic_K,gurobi_K,pre_optimization_short_pairs,pre_gurobi_short_pairs,post_gurobi_short_pairs,c_pairwise_connectivity,c_new_pairwise_connectivity,heuristic_approach,heuristic_time,gurobi_time,total_time,num_simplicials,m_status,m_obj,m_MIPGap,m_sol_count,m_runtime
0,26,0,2564,14649,512,0,512,187054.0,187054.0,18185.0,1.0,0.9642902287953482,HDA,0,3624.197536706925,3624.197536706925,196,9,18824.99966250413,0.2837426218563758,4,3600.0797979831696
0,27,0,2549,8877,509,0,509,51839.0,51839.0,10238.0,1.0,0.871181086461068,HDA,0,3606.0986456871033,3606.0986456871033,393,9,10523.34158750195,0.2199313704546639,9,3600.0317261219025
0,28,0,2563,13976,512,0,512,201797.0,201797.0,15578.0,1.0,0.941433447098976,HDA,0,3627.0477952957153,3627.0477952957153,280,9,16220.06094375795,0.3643095935634316,5,3600.097795009613
0,29,0,2565,13460,513,0,513,110107.0,110107.0,92084.0,1.0,0.9813837815111052,HDA,0,3621.70483994484,3621.70483994484,193,9,92211.486031257,0.9989516697115156,2,3606.937784910202
0,30,0,2447,10281,489,0,489,70249.0,70249.0,15239.0,1.0,0.7654740349589724,HDA,0,3608.001631259918,3608.001631259918,192,9,15555.751881252712,0.3300510994751467,8,3600.039108991623
0,31,0,2562,13558,512,0,512,150385.0,150385.0,27273.0,1.0,0.9404463807449202,HDA,0,3619.5177643299103,3619.5177643299103,210,9,27815.1710062532,0.4985999397682215,4,3600.073621034622
0,32,0,2456,7959,491,0,491,43211.0,43211.0,6914.0,1.0,0.5089400558656323,HDA,0,3605.380958080292,3605.380958080292,541,9,7174.181412501059,0.1400875757632114,9,3600.053509950638
0,33,0,2430,9508,486,0,486,57202.0,57202.0,8721.0,1.0,0.3246099218678849,HDA,0,3606.8689227104182,3606.8689227104182,493,9,9052.719650002276,0.286696973906308,9,3600.049058914185
0,34,0,2553,10517,510,0,510,100889.0,100889.0,12591.0,1.0,0.8366817632459419,HDA,0,3615.236525297165,3615.236525297165,287,9,13013.771881254515,0.2944672159381688,5,3600.051442861557
0,35,0,2545,14014,509,0,509,133363.0,133363.0,28827.0,1.0,0.9853197723531713,HDA,0,3617.118748188019,3617.118748188019,164,9,29338.93468125342,0.4677927581726824,7,3600.0658869743347
0,36,0,2449,6775,489,0,489,30527.0,30527.0,4349.0,1.0,0.0211176047754476,HDA,0,2137.900050640106,2137.900050640106,633,2,4562.659487500668,6.843529615586306e-05,10,2135.12752699852
0,37,0,2558,14763,511,0,511,149232.0,149232.0,34610.0,1.0,0.9527506338102488,HDA,0,3618.86861038208,3618.86861038208,88,9,35163.954349968975,0.4427911498703701,8,3600.0872988700867
0,38,0,2448,5728,489,0,489,17009.0,17009.0,3494.0,1.0,0.0052694121211078,HDA,0,31.386595010757446,31.386595010757446,698,2,3664.235525000022,1.831271613848617e-05,10,28.585180044174194
0,39,0,2556,11688,511,0,511,100303.0,100303.0,24838.0,1.0,0.9347609318704874,HDA,0,3612.565591573715,3612.565591573715,202,9,25241.98617500227,0.4990812994004254,6,3600.06201004982
0,40,0,2451,8270,490,0,490,30580.0,30580.0,3404.0,1.0,0.0044968726909427,HDA,0,48.12264251708984,48.12264251708984,775,2,3719.58505000004,1.006179626890252e-13,10,44.83812618255615
0,41,0,2422,6816,484,0,484,26641.0,26641.0,3652.0,1.0,0.0076379110185497,HDA,0,246.3922710418701,246.3922710418701,731,2,3893.092062500037,7.438535607527247e-05,10,242.5284731388092
0,42,0,2432,19478,486,0,486,73984.0,73984.0,2565.0,1.0,0.0027212897328116,HDA,0,48.33343172073364,48.33343172073364,931,2,3455.799431250091,1.1999883799767532e-05,10,32.4946391582489
0,43,0,2561,12111,512,0,512,114425.0,114425.0,23794.0,1.0,0.8995756314055637,HDA,0,3613.9390592575073,3613.9390592575073,187,9,24237.770181252723,0.4719168578719818,6,3600.0631699562077
0,44,0,2567,9535,513,0,513,66791.0,66791.0,13949.0,1.0,0.8283092972926314,HDA,0,3607.674264192581,3607.674264192581,238,9,14258.794425002594,0.3620300237174288,7,3600.035835981369
0,45,0,2553,15918,510,0,510,114409.0,114409.0,24399.0,1.0,0.8851360777562524,HDA,0,3615.353581190109,3615.353581190109,251,9,24944.514625003067,0.527880288670981,6,3600.0585041046143
0,46,0,2444,10008,488,0,488,54753.0,54753.0,8463.0,1.0,0.6194472774439197,HDA,0,3606.5485162734985,3606.5485162734985,513,9,8776.666168752188,0.2796393353356842,8,3600.033989906311
0,47,0,2562,15570,512,0,512,248275.0,248275.0,21939.0,1.0,0.9632644121463176,HDA,0,3633.6369123458862,3633.6369123458862,217,9,22725.720581255024,0.4256881752774301,5,3600.1812789440155
0,48,0,2449,5020,489,0,489,14988.0,14988.0,2756.0,1.0,0.0023304268108468,HDA,0,286.3889558315277,286.3889558315277,872,2,2907.055911788262,0.0,10,285.07384610176086
0,49,0,2559,12335,511,0,511,94460.0,94460.0,19227.0,1.0,0.908502725024426,HDA,0,3610.710577964783,3610.710577964783,234,9,19651.31496250235,0.4391818173725398,7,3600.0543320178986
0,50,0,2382,9580,476,0,476,65929.0,65929.0,14162.0,1.0,0.5651064603283457,HDA,0,3608.908287525177,3608.908287525177,247,9,14470.855043752528,0.3318154544869919,8,3600.0413839817047
0,51,0,2554,13003,510,0,510,120922.0,120922.0,27906.0,1.0,0.9517808410753918,HDA,0,3614.469221115112,3614.469221115112,138,9,28373.08039375281,0.4365659176407867,7,3600.0483360290527
0,52,0,2446,10812,489,0,489,82008.0,82008.0,17817.0,1.0,0.7422544836688182,HDA,0,3611.932207107544,3611.932207107544,212,9,18166.3297812518,0.4170871729102364,6,3600.034505844116
0,53,0,2566,12592,513,0,513,93311.0,93311.0,18657.0,1.0,0.9264415029021382,HDA,0,3610.487897634506,3610.487897634506,261,9,19087.583837502218,0.45545658151274,7,3600.047339916229
0,54,0,2439,7029,487,0,487,33213.0,33213.0,6320.0,1.0,0.61510228046147,HDA,0,3604.479240655899,3604.479240655899,462,9,6540.829925000813,0.0169440814853469,10,3600.195420980453
0,55,0,2567,14194,513,0,513,141092.0,141092.0,29261.0,1.0,0.9786893666427784,HDA,0,3618.310608148575,3618.310608148575,174,9,29786.534281253,0.4773292770247715,6,3600.087667942047
0,56,0,2422,6351,484,0,484,32725.0,32725.0,4361.0,1.0,0.0701157674166588,HDA,0,3604.406278848648,3604.406278848648,643,9,4558.580150000622,0.0290475269488912,10,3600.091781139374
0,57,0,2453,11866,490,0,490,98142.0,98142.0,21895.0,1.0,0.8323973115272708,HDA,0,3612.318165063858,3612.318165063858,286,9,22296.46335000215,0.4103913535186491,5,3600.064715862274
0,58,0,2476,17116,495,0,495,320202.0,320202.0,8294.0,1.0,0.8543624024189396,HDA,0,3643.7558765411377,3643.7558765411377,437,9,9241.951468767244,0.1510170983894475,3,3600.156636953354
0,59,0,2567,12730,513,0,513,124305.0,124305.0,26138.0,1.0,0.9662218018991373,HDA,0,3616.0372655391693,3616.0372655391693,198,9,26615.5844375032,0.4443111887086024,4,3600.0582568645477
0,60,0,2450,6697,490,0,490,31697.0,31697.0,4539.0,1.0,0.1821050931858195,HDA,0,3604.211035013199,3604.211035013199,625,9,4742.927756250691,0.027184094429936627,10,3600.0480279922485
0,61,0,2412,5521,482,0,482,16463.0,16463.0,3517.0,1.0,0.005048657389127497,HDA,0,20.18275809288025,20.18275809288025,676,2,3681.747500000021,0.0,10,18.702672004699707
0,62,0,2452,5832,490,0,490,17051.0,17051.0,3497.0,1.0,0.006206136896806795,HDA,0,24.59801411628723,24.59801411628723,700,2,3667.8201375000212,7.412866741710359e-05,10,21.8005051612854
0,63,0,2459,6142,491,0,491,18931.0,18931.0,3702.0,1.0,0.005715236359277675,HDA,0,28.950925827026367,28.950925827026367,664,2,3882.8268625000287,7.633354976733219e-05,10,27.28255605697632
0,64,0,2459,7147,491,0,491,22915.0,22915.0,4176.0,1.0,0.007396431361364961,HDA,0,515.937335729599,515.937335729599,615,2,4382.93651250044,9.73463811858847e-05,10,512.5858991146088
0,65,0,2447,7190,489,0,489,21033.0,21033.0,3935.0,1.0,0.0060493667998849626,HDA,0,950.0780532360077,950.0780532360077,625,2,4140.813206484509,8.857370825000324e-05,10,948.2357978820801
0,66,0,2420,6922,484,0,484,22133.0,22133.0,3570.0,1.0,0.005933008734277233,HDA,0,36.25490975379944,36.25490975379944,686,2,3772.3546312500266,9.876540287088525e-05,10,32.95921206474304
0,67,0,2454,7061,490,0,490,22571.0,22571.0,4100.0,1.0,0.012198171259958935,HDA,0,83.85097908973694,83.85097908973694,633,2,4306.045043750474,1.176459009927804e-13,10,81.84634494781494
0,68,0,2445,7598,489,0,489,26916.0,26916.0,4149.0,1.0,0.014760014435221942,HDA,0,1984.1061067581177,1984.1061067581177,661,2,4372.065850000565,9.863713176441169e-05,10,1980.372808933258
0,69,0,2452,8096,490,0,490,36772.0,36772.0,4962.0,1.0,0.22478285798348113,HDA,0,3604.764729499817,3604.764729499817,572,9,5202.518412500924,0.021401880271154878,10,3600.0739510059357
0,70,0,2451,14877,490,0,490,214135.0,214135.0,7873.0,1.0,0.5628937755622392,HDA,0,3629.818747282028,3629.818747282028,437,9,8534.22053126138,0.24131085686391193,6,3600.0960149765015
0,71,0,2444,7981,488,0,488,31702.0,31702.0,4935.0,1.0,0.19370132688978497,HDA,0,3602.8870372772217,3602.8870372772217,541,9,5171.539642440794,0.006873109700291951,10,3600.069666862488
0,72,0,2445,10640,489,0,489,53625.0,53625.0,7793.0,1.0,0.7970449636242868,HDA,0,3607.987171649933,3607.987171649933,412,9,8107.4724687515945,0.15147285814398817,10,3600.0346369743347
0,73,0,2444,9553,488,0,488,41298.0,41298.0,5773.0,1.0,0.5094493172035418,HDA,0,3605.219212770462,3605.219212770462,481,9,6047.572650001046,0.03201458645543062,10,3600.0887229442596
0,74,0,2453,10008,490,0,490,43719.0,43719.0,5888.0,1.0,0.3581362234986392,HDA,0,3605.592246055603,3605.592246055603,476,9,6173.877931251155,0.03261726386529215,10,3600.097857952118
0,75,0,2452,9772,490,0,490,43186.0,43186.0,6557.0,1.0,0.630485600712362,HDA,0,3605.863566160202,3605.863566160202,411,9,6838.835887501167,0.04317105214661046,10,3600.430361032486
0,76,0,2449,7958,489,0,489,27581.0,27581.0,4166.0,1.0,0.022610453063308018,HDA,0,978.0558652877808,978.0558652877808,593,2,4395.744362500595,9.802093491929465e-05,10,975.4673490524292
0,77,0,2457,8386,491,0,491,29442.0,29442.0,4439.0,1.0,0.009115264845891608,HDA,0,97.7646210193634,97.7646210193634,636,2,4683.716193750712,1.7301641383841928e-13,10,93.81246185302734
0,78,0,2457,9271,491,0,491,32604.0,32604.0,5018.0,1.0,0.024197619066108577,HDA,0,2390.0941400527954,2390.0941400527954,568,2,5285.36668125081,2.1640986237916322e-05,10,2385.838943004608
0,79,0,2452,8721,490,0,490,29111.0,29111.0,4478.0,1.0,0.018164087577277815,HDA,0,1003.7629272937775,1003.7629272937775,575,2,4729.018318155835,9.449979919005485e-05,10,999.8515901565552
0,80,0,2451,9053,490,0,490,30055.0,30055.0,4574.0,1.0,0.033026152837473594,HDA,0,1080.5717964172363,1080.5717964172363,601,2,4833.99731875073,8.405727618294609e-05,10,1077.8559889793396
0,81,0,2451,9589,490,0,490,35743.0,35743.0,4997.0,1.0,0.06429456025143357,HDA,0,3604.6436450481415,3604.6436450481415,590,9,5276.206331250896,0.0024849547973330977,10,3600.0882918834686
0,82,0,2446,9171,489,0,489,32176.0,32176.0,4646.0,1.0,0.028069757453972055,HDA,0,1765.4750125408173,1765.4750125408173,572,2,4909.736499237826,5.8330763119898455e-05,10,1761.2607309818268
0,83,0,2442,8446,488,0,488,31639.0,31639.0,4599.0,1.0,0.06412253987121092,HDA,0,1646.8952429294586,1646.8952429294586,580,2,4840.962168750781,9.426040287623325e-05,10,1642.7479197978973
0,84,0,2454,7737,490,0,490,25388.0,25388.0,4133.0,1.0,0.012299329863160941,HDA,0,75.44434714317322,75.44434714317322,604,2,4357.383779854122,7.084044836567931e-05,10,71.8821849822998
0,85,0,2455,8448,491,0,491,29300.0,29300.0,4677.0,1.0,0.03564881053045497,HDA,0,2121.251572370529,2121.251572370529,597,2,4926.424037500715,1.5544633045459689e-13,10,2117.275588989258
0,86,0,2432,8306,486,0,486,30557.0,30557.0,4517.0,1.0,0.036508083287318,HDA,0,3602.9082918167114,3602.9082918167114,608,9,4755.167910225872,0.0008988028945705014,10,3600.1013028621674
0,87,0,2459,8918,491,0,491,33222.0,33222.0,4858.0,1.0,0.06719768455945871,HDA,0,1610.5057487487793,1610.5057487487793,556,2,5117.4314437508365,9.451809294765644e-05,10,1606.1056377887726
0,88,0,2451,8457,490,0,490,26280.0,26280.0,4534.0,1.0,0.011855675467535305,HDA,0,281.1887731552124,281.1887731552124,563,2,4777.546812500634,1.3211577987658462e-13,10,277.5558249950409
0,89,0,2455,9354,491,0,491,33129.0,33129.0,5028.0,1.0,0.018688922251053865,HDA,0,1591.571941614151,1591.571941614151,554,2,5303.227706250848,2.58104988506317e-13,10,1587.196319103241
